StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,DIABETES_CrudePrev,OBESITY_CrudePrev,ACCESS2_CrudePrev,CSMOKING_CrudePrev,FOODINSECU_CrudePrev,Geolocation
MA,Massachusetts,Barnstable,25001,231735,10.7,26.3,3.6,10.5,8.3,POINT (-70.2900437375163 41.7233065590504)
IA,Iowa,Floyd,19067,15326,12.9,39.8,7.4,16.2,12.1,POINT (-92.7890145579798 43.05993845493)
AR,Arkansas,Pike,5109,10208,14.4,38.3,11.4,17.4,18.0,POINT (-93.6567760728936 34.1639175444477)
MS,Mississippi,Yalobusha,28161,12386,19.0,40.1,13.2,20.7,27.3,POINT (-89.7073616275877 34.0281800433825)
AL,Alabama,Hale,1065,14888,19.7,47.6,12.4,18.9,30.1,POINT (-87.6288617663726 32.7624422973756)
AL,Alabama,Houston,1069,108462,15.7,40.5,10.4,16.0,20.4,POINT (-85.3024748570754 31.153023163546)
MI,Michigan,Kent,26081,661354,10.3,34.8,7.4,13.0,13.6,POINT (-85.5493053557881 43.0321488100152)
AR,Arkansas,Lafayette,5073,6095,20.6,46.0,14.1,21.5,29.0,POINT (-93.6074236583095 33.241415618939)
WI,Wisconsin,La Crosse,55063,120486,10.1,37.5,6.6,12.6,10.2,POINT (-91.115031156818 43.9064334776905)
TX,Texas,Comal,48091,193928,11.2,35.0,12.9,10.5,,POINT (-98.2782109308562 29.8082695377616)
NE,Nebraska,Wheeler,31183,775,13.2,38.4,7.5,12.8,9.1,POINT (-98.5279499784813 41.9148559513919)
VA,Virginia,Petersburg,51730,33309,19.2,46.6,11.8,16.9,28.9,POINT (-77.3919314700723 37.2039514678356)
MO,Missouri,Marion,29127,28336,12.8,39.6,8.8,17.3,13.7,POINT (-91.6224548033761 39.805944171417)
NC,North Carolina,Gaston,37071,237242,12.3,36.2,10.9,15.0,16.1,POINT (-81.1801972591213 35.2943611535336)
AL,Alabama,Marengo,1091,18684,19.8,43.1,11.5,17.5,27.3,POINT (-87.7895124506775 32.2478854975948)
IA,Iowa,Mitchell,19131,10518,12.2,40.1,6.8,15.3,10.9,POINT (-92.788873921648 43.3563415799349)
AR,Arkansas,Nevada,5099,8120,18.3,44.0,12.4,20.4,25.9,POINT (-93.3071170868575 33.6633038300917)
IN,Indiana,Lawrence,18093,45084,13.9,42.0,8.0,16.9,12.7,POINT (-86.4831953393558 38.8410413548548)
CO,Colorado,La Plata,8067,56407,9.3,20.9,8.6,11.7,,POINT (-107.843443917633 37.2866354863835)
AL,Alabama,Washington,1129,15022,17.0,41.1,9.7,17.3,21.0,POINT (-88.2081714139416 31.4075499895542)
ND,North Dakota,Ransom,38073,5603,12.1,37.9,7.7,14.8,10.9,POINT (-97.6574454800637 46.4562203599043)
MI,Michigan,Otsego,26137,25747,12.3,38.1,6.2,15.1,12.4,POINT (-84.5991763302344 45.0212471320852)
MO,Missouri,Wayne,29223,10811,17.4,41.5,11.4,23.9,19.7,POINT (-90.4615691266314 37.1126282484814)
TX,Texas,Sherman,48421,2678,12.9,35.4,20.9,12.3,,POINT (-101.893369592743 36.2776904300131)
ID,Idaho,Franklin,16041,15494,9.4,35.7,10.1,12.9,12.4,POINT (-111.813247947913 42.1809525302421)
AR,Arkansas,Stone,5137,12671,17.0,39.8,11.2,19.7,19.2,POINT (-92.1570988831634 35.8596284960808)
IL,Illinois,Wabash,17185,10942,13.3,39.8,7.9,15.8,14.4,POINT (-87.8434564794453 38.4466641598799)
CO,Colorado,Pueblo,8101,169422,12.3,32.1,16.3,13.9,,POINT (-104.512455462804 38.1734469855067)
WI,Wisconsin,Vilas,55125,23885,13.8,38.4,6.3,14.2,10.5,POINT (-89.5147032960432 46.0528283109831)
AL,Alabama,Conecuh,1035,11174,22.1,46.4,12.7,20.5,30.2,POINT (-86.9935445067511 31.4293022573494)
GA,Georgia,Fayette,13113,123351,12.6,30.7,9.0,9.6,10.5,POINT (-84.4949703697974 33.4135379836022)
VA,Virginia,Pulaski,51155,33655,14.1,35.7,8.5,15.7,12.8,POINT (-80.7139880975178 37.0634183690299)
MN,Minnesota,Pipestone,27117,9245,12.7,38.5,9.1,16.5,13.4,POINT (-96.258699156012 44.0228579437329)
TN,Tennessee,Wilson,47189,163674,11.3,31.2,9.6,14.4,,POINT (-86.2966144804247 36.1542947750391)
AR,Arkansas,Lawrence,5075,16318,14.4,43.7,11.6,19.8,19.6,POINT (-91.1072092066806 36.041205068049)
SD,South Dakota,Clay,46027,15431,8.1,34.7,8.1,12.4,,POINT (-96.9756758496427 42.9146390939177)
TX,Texas,Kerr,48265,53915,14.7,34.4,15.7,12.4,,POINT (-99.350036097122 30.0614415386798)
MT,Montana,Missoula,30063,121849,8.3,26.2,8.5,11.5,9.8,POINT (-113.923598949426 47.0365296184617)
FL,Florida,Putnam,12107,75955,17.5,33.1,18.0,21.0,,POINT (-81.7441497161206 29.6086037445797)
IN,Indiana,Huntington,18069,36781,13.3,39.9,7.9,16.6,13.2,POINT (-85.4881271128976 40.829052243995)
IL,Illinois,Brown,17009,6294,11.7,41.5,12.1,17.8,19.8,POINT (-90.7503721365036 39.9613825830312)
ID,Idaho,Lincoln,16063,5450,11.5,34.2,17.2,14.2,17.9,POINT (-114.138461485006 43.0023295316481)
LA,Louisiana,Rapides,22079,126260,15.6,40.7,8.7,18.7,23.2,POINT (-92.5332951184177 31.1984779886791)
IA,Iowa,Des Moines,19057,38253,12.3,34.6,7.4,15.9,13.0,POINT (-91.1815785241532 40.9228727510382)
ID,Idaho,Bonneville,16019,131366,9.4,33.3,10.7,11.4,12.6,POINT (-111.614650145003 43.3878527716182)
KS,Kansas,Cloud,20029,8854,12.3,41.4,8.6,15.9,12.3,POINT (-97.6491868302205 39.4802813599437)
KS,Kansas,Scott,20171,4922,11.4,38.1,11.1,13.3,11.8,POINT (-100.906661843738 38.4822077828267)
AR,Arkansas,Searcy,5129,7806,17.6,39.9,11.9,20.9,20.3,POINT (-92.6994901353755 35.9111264752522)
NY,New York,Broome,36007,196077,10.9,33.1,6.4,13.2,14.6,POINT (-75.8203478318094 42.1606085222515)
WI,Wisconsin,Green,55045,36951,11.3,40.3,7.1,13.6,10.0,POINT (-89.6020712518999 42.6799812796383)
TX,Texas,San Jacinto,48407,28936,16.4,39.0,17.6,17.5,,POINT (-95.1669956585337 30.5795837106641)
GA,Georgia,Colquitt,13071,46167,16.7,35.7,19.9,19.2,25.7,POINT (-83.7688122592835 31.1884393973825)
WA,Washington,King,53033,2271380,7.3,22.6,6.8,7.2,,POINT (-121.806357849743 47.4902143620529)
IL,Illinois,Whiteside,17195,54498,13.0,36.2,9.6,14.6,14.1,POINT (-89.9143139022835 41.7561278441727)
CA,California,Calaveras,6009,46565,13.2,29.8,7.1,13.4,13.1,POINT (-120.554047814815 38.2047708244318)
NC,North Carolina,Craven,37049,102391,12.5,36.9,10.2,14.0,14.8,POINT (-77.0916632156451 35.1237779325124)
GA,Georgia,Brooks,13027,16245,20.0,40.2,16.4,19.8,26.5,POINT (-83.5801358740807 30.8426528591046)
OH,Ohio,Ashtabula,39007,96845,16.2,45.8,10.0,20.1,17.6,POINT (-80.7483101330855 41.7071560039231)
VA,Virginia,Greene,51079,21301,12.7,37.8,9.0,14.2,12.5,POINT (-78.4660349501427 38.2969463597129)
VA,Virginia,Newport News,51700,183118,13.5,40.8,10.3,14.1,18.7,POINT (-76.5195549672187 37.1051297333902)
OR,Oregon,Jefferson,41031,25454,13.4,35.5,11.2,14.6,,POINT (-121.176060060518 44.6292962324292)
IN,Indiana,Howard,18067,83831,14.4,36.5,8.4,17.9,14.6,POINT (-86.1168990827682 40.4836015178062)
NY,New York,Tompkins,36109,103558,7.6,24.6,4.7,9.0,10.7,POINT (-76.4731803143475 42.4518588047032)
AL,Alabama,Dale,1045,49871,15.8,41.3,11.5,17.5,21.3,POINT (-85.6109266826185 31.4316629601359)
MT,Montana,Gallatin,30031,126409,6.7,23.0,8.3,9.7,8.5,POINT (-111.170409745643 45.5418628228387)
NJ,New Jersey,Hudson,34017,705472,10.5,27.9,14.6,10.6,18.4,POINT (-74.0775216353661 40.7357102732875)
MN,Minnesota,Steele,27147,37421,10.9,37.4,8.2,14.2,11.6,POINT (-93.226186337207 44.0223725505078)
AL,Alabama,Madison,1089,412600,12.1,39.9,8.0,11.8,13.3,POINT (-86.550355969647 34.7630088775779)
UT,Utah,Millard,49027,13437,11.8,34.1,11.7,10.8,14.2,POINT (-113.10069743575 39.073283581998)
UT,Utah,Juab,49023,13023,9.0,32.6,9.7,10.3,12.7,POINT (-112.784526719148 39.7025896591621)
IA,Iowa,Jones,19105,20900,11.9,39.7,6.9,16.0,11.5,POINT (-91.1315346507594 42.1211945179195)
LA,Louisiana,Caldwell,22021,9389,16.7,38.6,10.7,23.0,26.0,POINT (-92.1165202353194 32.0924614365506)
TX,Texas,Anderson,48001,57736,13.9,39.9,19.1,17.4,,POINT (-95.6522925576106 31.8129156311575)
VA,Virginia,Fairfax,51059,1141878,10.7,24.0,7.4,8.1,9.2,POINT (-77.2765145463011 38.8358932189183)
OK,Oklahoma,Okmulgee,40111,37035,15.4,45.0,11.1,20.0,21.8,POINT (-95.9642441930867 35.6465877154505)
IN,Indiana,Spencer,18147,19910,13.4,39.9,7.3,16.0,11.4,POINT (-87.0078072940662 38.014215806549)
WA,Washington,San Juan,53055,18566,10.9,24.7,6.0,8.9,,POINT (-122.95346310344 48.5785632564628)
MT,Montana,Hill,30041,16276,12.1,38.5,11.5,18.2,18.2,POINT (-110.109576831952 48.6283364408587)
TN,Tennessee,Maury,47119,110760,12.6,35.2,11.0,16.4,,POINT (-87.0773669736942 35.6172345332644)
SD,South Dakota,Hanson,46061,3471,12.1,36.6,8.3,16.8,,POINT (-97.7870607650821 43.6748173790329)
WI,Wisconsin,Marquette,55077,15838,14.6,43.4,8.5,17.0,12.8,POINT (-89.3985332704567 43.8195169101074)
CO,Colorado,Moffat,8081,13327,10.8,28.5,12.8,15.6,,POINT (-108.207493719642 40.6184441818552)
NV,Nevada,Elko,32007,54293,11.0,38.0,13.9,17.1,17.4,POINT (-115.357816697339 41.146014947299)
MT,Montana,Valley,30105,7474,11.6,32.7,9.3,14.1,12.2,POINT (-106.668213499026 48.364902327122)
WI,Wisconsin,Langlade,55067,19404,14.1,37.1,8.5,17.2,13.0,POINT (-89.0718838982873 45.2623121759565)
NC,North Carolina,Graham,37075,8052,13.1,35.1,9.9,15.7,13.2,POINT (-83.8330304431855 35.3499181619087)
TX,Texas,Llano,48299,22875,15.7,35.8,12.2,12.5,,POINT (-98.6842723266415 30.7058285509111)
ND,North Dakota,McHenry,38049,5131,11.9,42.1,7.5,15.2,10.7,POINT (-100.636366140293 48.2345457396135)
TN,Tennessee,Trousdale,47169,12271,11.7,39.1,14.3,20.8,,POINT (-86.1558070520921 36.3926432948972)
TX,Texas,Collingsworth,48087,2563,15.5,39.3,20.2,16.5,,POINT (-100.270010483746 34.9648943872209)
MN,Minnesota,Stearns,27145,160977,10.1,36.0,7.9,14.0,12.9,POINT (-94.6136347770547 45.5522658196664)
IN,Indiana,Lake,18089,500598,15.1,39.9,10.7,17.0,19.5,POINT (-87.3820486032242 41.4171965042664)
IA,Iowa,Story,19169,98566,8.1,30.8,6.1,11.1,10.9,POINT (-93.46507271122 42.0362299275331)
IA,Iowa,Fremont,19071,6458,12.7,39.9,6.6,15.2,10.6,POINT (-95.6047023421803 40.7455695629106)
ID,Idaho,Idaho,16049,17890,12.8,31.8,9.7,13.1,12.0,POINT (-115.467318915313 45.8440696715495)
IN,Indiana,Crawford,18025,10438,17.8,43.6,10.3,23.5,20.0,POINT (-86.4517048200558 38.2922407682641)
ID,Idaho,Jerome,16053,25479,12.6,35.8,20.4,15.7,21.9,POINT (-114.264298293712 42.6896258772635)
CO,Colorado,Ouray,8091,5176,10.0,23.3,6.2,9.1,,POINT (-107.769144102426 38.1549222125572)
MO,Missouri,Johnson,29101,54962,9.6,35.3,8.6,15.2,13.1,POINT (-93.8063505442671 38.7442053510881)
UT,Utah,Weber,49057,271926,9.0,34.7,11.3,9.1,13.8,POINT (-111.913187387569 41.2700312453888)
WA,Washington,Whitman,53075,48012,7.4,28.5,8.0,10.1,,POINT (-117.523095476628 46.9012290403856)
KS,Kansas,Norton,20137,5330,12.7,42.7,10.7,17.4,14.2,POINT (-99.9028494592187 39.7844810595208)
MS,Mississippi,Adams,28001,28746,20.6,41.2,15.2,20.2,31.1,POINT (-91.3533573762559 31.4821297910114)
AL,Alabama,Sumter,1119,11727,19.7,47.2,11.1,16.3,32.0,POINT (-88.1991356439475 32.5909755138009)
AR,Arkansas,Calhoun,5013,4641,14.6,39.2,10.2,16.0,17.0,POINT (-92.5029413111612 33.5580587155721)
NJ,New Jersey,Union,34039,572726,11.6,29.7,15.0,11.4,17.3,POINT (-74.3081933378035 40.6599800636579)
NE,Nebraska,Hooker,31091,679,13.3,39.7,8.3,14.6,11.1,POINT (-101.135429269062 41.9158624344569)
SD,South Dakota,Jackson,46071,2776,18.6,40.9,13.9,28.5,,POINT (-101.628319918733 43.6942696565239)
TX,Texas,Real,48385,2854,18.3,38.1,18.3,16.4,,POINT (-99.8220072402016 29.831458200288)
NC,North Carolina,Pitt,37147,175119,12.0,39.0,10.2,13.8,18.3,POINT (-77.374678818702 35.5934498276118)
MO,Missouri,Franklin,29071,106404,12.2,39.6,8.1,16.4,11.4,POINT (-91.0749187690353 38.4109187921917)
VT,Vermont,Rutland,50021,60271,10.3,35.5,6.6,12.9,,POINT (-73.0366949243181 43.5802475413098)
LA,Louisiana,Calcasieu,22019,203761,14.2,43.0,8.3,17.1,19.9,POINT (-93.3580834138664 30.2293955224679)
CO,Colorado,Las Animas,8071,14348,13.7,32.5,16.8,13.7,,POINT (-104.038483644845 37.3157419323051)
CA,California,Lassen,6035,28861,11.5,34.2,12.0,15.9,19.4,POINT (-120.594352001291 40.6734626858289)
TX,Texas,Morris,48343,12066,15.9,39.0,14.7,16.7,,POINT (-94.7328145015315 33.1134773073817)
WA,Washington,Clark,53011,521150,9.6,35.3,8.0,11.0,,POINT (-122.48211877913 45.7789949845331)
MI,Michigan,Emmet,26047,34123,11.5,32.7,5.3,12.8,10.0,POINT (-84.8899552327886 45.5197272377551)
MA,Massachusetts,Hampshire,25015,162502,8.2,22.2,4.2,9.7,10.0,POINT (-72.6630607344035 42.34025166646)
GA,Georgia,Wilkes,13317,9518,18.9,40.6,15.1,17.8,23.0,POINT (-82.7437664263874 33.782133170124)
MO,Missouri,Audrain,29007,24394,14.1,40.0,10.0,20.2,16.9,POINT (-91.8416751879815 39.2156646217742)
VA,Virginia,Arlington,51013,234162,8.0,25.3,6.4,7.0,7.3,POINT (-77.101156756563 38.8785750063228)
CO,Colorado,Custer,8027,5534,12.4,26.6,7.6,12.2,,POINT (-105.367401067627 38.1086576046289)
OK,Oklahoma,Alfalfa,40003,5673,13.5,40.6,11.2,17.9,15.7,POINT (-98.3236264385792 36.7310186349503)
AL,Alabama,Etowah,1055,103241,16.3,43.8,10.8,17.8,19.7,POINT (-86.0349319631417 34.0451449448922)
GA,Georgia,Chatham,13051,303655,13.1,33.0,12.4,13.3,17.6,POINT (-81.1324941916333 32.0044135152861)
IL,Illinois,Kane,17089,514982,11.5,35.1,11.6,11.0,14.3,POINT (-88.4286530053985 41.9388449043496)
MS,Mississippi,Holmes,28051,15777,23.3,50.7,15.6,22.4,41.6,POINT (-90.0916047418867 33.123237616145)
OK,Oklahoma,Harmon,40057,2392,17.0,42.4,16.7,17.8,24.0,POINT (-99.8462507485967 34.7440546602759)
AK,Alaska,Bristol Bay,2060,844,11.3,34.9,9.7,16.5,13.9,POINT (-156.700132487576 58.7440261738219)
GA,Georgia,Bacon,13005,11124,14.9,36.9,15.7,18.8,20.8,POINT (-82.4524072121804 31.5537937122315)
LA,Louisiana,Jackson,22049,14746,17.7,44.9,9.8,20.6,25.2,POINT (-92.5578529805533 32.3020869498854)
MO,Missouri,Cass,29037,111732,11.5,38.0,8.0,14.9,10.7,POINT (-94.3549892185176 38.6468597485466)
AL,Alabama,Clarke,1025,22337,18.4,43.9,11.0,17.7,25.8,POINT (-87.8308687688628 31.6768474292414)
OK,Oklahoma,Pittsburg,40121,43479,14.3,40.1,11.2,19.2,20.0,POINT (-95.7484483900286 34.9238785325748)
NJ,New Jersey,Mercer,34021,381671,11.1,25.4,11.4,10.5,15.2,POINT (-74.7023323173661 40.2835018364703)
WV,West Virginia,Monongalia,54061,107718,10.8,31.9,7.1,13.9,12.9,POINT (-80.0460523363022 39.630272026213)
NE,Nebraska,Cedar,31027,8262,11.3,40.2,7.5,12.5,9.5,POINT (-97.2523825573768 42.5991908154162)
GA,Georgia,Floyd,13115,100113,14.1,37.3,14.8,16.0,18.4,POINT (-85.213993756054 34.263196511633)
KS,Kansas,Kearny,20093,3823,12.9,37.6,16.5,15.7,17.1,POINT (-101.320392299611 38.0002497291465)
WI,Wisconsin,Winnebago,55139,171735,11.2,40.0,7.7,14.2,11.0,POINT (-88.6446943692825 44.0689256622657)
FL,Florida,Suwannee,12121,46130,15.0,38.3,16.2,17.9,,POINT (-82.9914794385167 30.1954182571874)
AL,Alabama,Pike,1109,33137,14.1,40.3,10.3,14.9,23.7,POINT (-85.9407627085231 31.8027535253528)
OR,Oregon,Gilliam,41021,2026,14.8,35.4,9.1,14.8,,POINT (-120.211219946711 45.3782057221494)
ID,Idaho,Elmore,16039,29724,10.4,34.2,13.6,13.8,16.5,POINT (-115.469239162231 43.3536731193916)
WY,Wyoming,Carbon,56007,14334,12.9,38.6,14.7,15.6,,POINT (-106.930366354279 41.6947787709999)
ND,North Dakota,Renville,38075,2279,11.1,39.0,7.0,14.1,9.8,POINT (-101.657740690503 48.7189833079028)
SC,South Carolina,Calhoun,45017,14186,17.3,40.7,11.6,14.1,19.6,POINT (-80.7814717869685 33.6751078157206)
NE,Nebraska,Keya Paha,31103,805,14.2,36.6,8.9,13.9,11.0,POINT (-99.7121324494875 42.8788332283108)
CT,Connecticut,Northeastern Connecticut,9150,96692,10.3,33.3,7.6,13.2,12.2,POINT (-71.977031834417 41.8270602334583)
WI,Wisconsin,Bayfield,55007,16769,13.9,39.1,6.2,13.3,9.8,POINT (-91.2010356987304 46.5234101375636)
VA,Virginia,Prince Edward,51147,22049,13.5,37.2,10.2,14.6,19.3,POINT (-78.4412218384049 37.2241363458468)
MI,Michigan,Kalamazoo,26077,262215,9.7,37.4,6.4,12.9,14.0,POINT (-85.5312062397091 42.2454777991442)
MN,Minnesota,Otter Tail,27111,60626,12.1,34.3,7.5,15.3,10.9,POINT (-95.7078793654923 46.4088832943757)
WI,Wisconsin,Kenosha,55059,167488,11.4,40.1,9.4,14.5,12.9,POINT (-88.0420010334725 42.5767151176665)
MI,Michigan,Van Buren,26159,75798,13.5,39.4,8.7,16.4,16.4,POINT (-86.0189849173551 42.2513302193459)
IL,Illinois,Coles,17029,46060,11.4,37.7,8.2,14.8,15.2,POINT (-88.2217255465441 39.5203156135234)
IN,Indiana,Wayne,18177,66127,14.7,37.9,9.0,19.1,16.7,POINT (-85.0099470794164 39.8643259685154)
AR,Arkansas,Izard,5065,14169,15.9,41.2,11.8,19.8,19.6,POINT (-91.9133749044468 36.0947862703415)
TX,Texas,Stephens,48429,9343,13.8,36.3,18.4,15.6,,POINT (-98.8363206404331 32.7356283436368)
IN,Indiana,Dearborn,18029,51215,12.4,35.8,7.1,16.3,10.8,POINT (-84.9732604057513 39.1452474357502)
NY,New York,Orange,36071,407470,11.2,32.2,8.6,12.0,16.3,POINT (-74.3057809751328 41.4020305314041)
GA,Georgia,Paulding,13223,183164,11.6,38.4,11.5,12.7,14.4,POINT (-84.8673497628698 33.9202190226087)
MT,Montana,Phillips,30071,4249,12.0,38.8,9.3,15.1,12.3,POINT (-107.913858929486 48.2595346646896)
VA,Virginia,Manassas,51683,42696,12.0,35.8,15.3,12.0,16.3,POINT (-77.4858696621764 38.7460305187205)
WV,West Virginia,Fayette,54019,39072,17.9,40.5,9.2,21.7,17.6,POINT (-81.08077484784 38.0286989649594)
NE,Nebraska,Saunders,31155,23463,10.5,39.3,7.2,12.8,9.3,POINT (-96.637269187497 41.2262451114661)
MI,Michigan,Baraga,26013,8310,14.5,40.3,7.9,18.6,18.6,POINT (-88.3656415192921 46.6623658055755)
ND,North Dakota,Bowman,38011,2867,11.4,36.3,7.9,13.6,9.9,POINT (-103.520447958008 46.1126064758621)
MN,Minnesota,Cottonwood,27033,11319,13.1,39.2,10.2,15.8,14.1,POINT (-95.1811979875196 44.0071442120805)
AL,Alabama,Monroe,1099,19229,19.7,43.8,12.1,19.7,27.7,POINT (-87.3654708804686 31.570816777416)
TN,Tennessee,Claiborne,47025,32654,15.0,42.3,12.4,20.9,,POINT (-83.6607122651214 36.485879907484)
TX,Texas,Walker,48471,81268,13.3,39.3,18.1,16.2,,POINT (-95.5722593937915 30.7386213427697)
TX,Texas,Upshur,48459,43281,13.9,37.6,14.1,16.6,,POINT (-94.941027062863 32.7365155244404)
GA,Georgia,Jackson,13157,88615,11.6,33.0,12.9,14.6,14.3,POINT (-83.5667016033368 34.1340446581635)
OH,Ohio,Champaign,39021,38845,12.7,43.2,7.6,16.4,11.9,POINT (-83.7695338263695 40.1377112794664)
FL,Florida,Dixie,12029,17465,16.1,34.7,16.2,20.0,,POINT (-83.1587103063714 29.6080635127126)
TX,Texas,Panola,48365,22838,13.8,37.4,13.9,15.6,,POINT (-94.305588373275 32.1624000860358)
OK,Oklahoma,Jefferson,40067,5347,16.3,41.2,13.0,20.9,22.0,POINT (-97.8360732655638 34.1106274427473)
NV,Nevada,Carson City,32510,58036,12.1,33.1,12.9,14.4,15.3,POINT (-119.747365240119 39.1512170685108)
CA,California,Stanislaus,6099,551430,11.9,36.4,14.0,13.4,21.1,POINT (-120.997769063577 37.5591258572026)
TN,Tennessee,Giles,47055,30721,15.4,39.8,11.8,19.5,,POINT (-87.0345603715806 35.2019300630464)
NC,North Carolina,Avery,37011,17561,12.9,37.1,10.8,15.8,13.9,POINT (-81.9225713884377 36.0766997215744)
KS,Kansas,Franklin,20059,26125,11.5,40.3,8.8,16.1,11.9,POINT (-95.2859733704337 38.5644034171056)
TX,Texas,Carson,48065,5878,11.7,34.0,11.5,13.1,,POINT (-101.354227201503 35.4035188454549)
IA,Iowa,Carroll,19027,20522,12.0,39.7,6.9,15.2,11.1,POINT (-94.8604844719418 42.0361851718528)
AR,Arkansas,Union,5139,37397,16.0,39.4,11.4,17.6,22.3,POINT (-92.5973698311478 33.1712847934414)
SD,South Dakota,Turner,46125,9027,11.8,34.0,8.3,15.0,,POINT (-97.1487446304815 43.3109195465038)
MI,Michigan,Gladwin,26051,25853,15.0,40.6,7.2,18.2,15.5,POINT (-84.3883476679663 43.9906644409479)
IN,Indiana,Boone,18011,76120,10.5,32.9,5.9,11.6,8.9,POINT (-86.4687008265173 40.0508624589323)
WI,Wisconsin,Oneida,55085,38226,13.8,35.2,6.5,14.1,9.7,POINT (-89.5218417475047 45.7055064731892)
MS,Mississippi,Scott,28123,27507,18.3,43.4,16.5,20.6,29.7,POINT (-89.537764935984 32.4066152666052)
TN,Tennessee,Jefferson,47089,57838,13.6,37.3,11.1,18.1,,POINT (-83.4467028415514 36.05086022055)
KS,Kansas,Marion,20115,11690,12.2,38.7,8.4,15.0,11.2,POINT (-97.0970463098724 38.3590216150399)
MT,Montana,Powell,30077,7133,11.3,35.8,11.2,16.9,13.3,POINT (-112.936298354733 46.8565994414636)
MA,Massachusetts,Franklin,25011,70836,10.8,26.3,4.7,12.8,11.0,POINT (-72.5917508209882 42.583226696317)
TX,Texas,Cooke,48097,43782,13.0,36.1,15.2,14.5,,POINT (-97.2125058792431 33.6394026274066)
OK,Oklahoma,Comanche,40031,121574,12.8,43.0,12.1,17.6,21.2,POINT (-98.4716775335911 34.6621575837988)
SC,South Carolina,Saluda,45081,19123,16.8,43.6,16.1,15.9,21.5,POINT (-81.7266181093402 34.0062238392949)
SC,South Carolina,Aiken,45003,177130,13.9,34.4,11.8,13.4,16.4,POINT (-81.6346441307113 33.5443374683199)
MN,Minnesota,Lincoln,27081,5521,12.0,36.6,7.7,15.0,11.0,POINT (-96.2671724057144 44.4124362531334)
FL,Florida,Holmes,12059,19944,14.5,36.3,15.1,19.2,,POINT (-85.8140150573272 30.8679836113021)
NE,Nebraska,Cuming,31039,8918,12.1,40.4,10.1,13.5,12.1,POINT (-96.7873443172447 41.9163605568558)
GA,Georgia,Webster,13307,2337,21.0,42.2,14.6,18.5,25.1,POINT (-84.5496149265342 32.0471175973242)
AK,Alaska,Nome,2180,9763,13.0,38.6,13.5,28.7,32.3,POINT (-164.033919932189 64.9109901665876)
AR,Arkansas,Monroe,5095,6512,19.1,43.5,12.3,19.1,25.4,POINT (-91.2039164853539 34.6778463256655)
IL,Illinois,Pope,17151,3707,14.9,39.6,7.1,15.0,12.5,POINT (-88.5615481821764 37.4125961157653)
TN,Tennessee,Stewart,47161,14222,14.0,38.1,10.9,18.7,,POINT (-87.8381444048975 36.5016727803676)
IN,Indiana,Pulaski,18131,12385,14.5,38.7,8.9,18.3,14.3,POINT (-86.6987353945278 41.0417882461635)
KS,Kansas,Sheridan,20179,2423,11.8,34.0,7.8,13.7,9.6,POINT (-100.441825865543 39.3501816058201)
IL,Illinois,Carroll,17015,15526,13.3,38.8,9.1,15.3,14.2,POINT (-89.9343026396068 42.0685587636112)
ME,Maine,York,23031,218586,10.4,33.1,7.3,13.4,9.0,POINT (-70.714261699275 43.4783427124924)
SC,South Carolina,Lancaster,45057,108215,14.1,36.1,11.4,12.6,15.8,POINT (-80.7059247388168 34.6870683230916)
OH,Ohio,Henry,39069,27520,13.1,38.6,8.5,15.8,12.3,POINT (-84.0682769490792 41.3339046653253)
SC,South Carolina,Union,45087,26629,19.1,44.0,14.8,19.2,26.3,POINT (-81.618996702371 34.6903673806901)
WI,Wisconsin,Rock,55105,164278,12.3,41.9,8.8,14.7,12.7,POINT (-89.0714240953801 42.6712511057737)
TN,Tennessee,Weakley,47183,33084,13.9,39.1,12.3,19.0,,POINT (-88.7178150533076 36.2982021322269)
CA,California,Alameda,6001,1622188,11.0,22.8,7.1,9.3,13.9,POINT (-121.888566503138 37.6463311425304)
MD,Maryland,Montgomery,24031,1058474,10.8,26.1,8.7,7.2,12.0,POINT (-77.2047730488674 39.1362604928732)
TX,Texas,Robertson,48395,17267,15.4,37.9,17.4,15.7,,POINT (-96.5126964994334 31.0266481378576)
OH,Ohio,Shelby,39149,47765,13.3,39.6,8.0,17.0,13.1,POINT (-84.2045776565192 40.3315252576962)
KS,Kansas,Cherokee,20021,19054,13.4,43.8,9.5,18.9,15.3,POINT (-94.8462023880387 37.1693093631989)
GA,Georgia,Butts,13035,26887,13.8,38.2,14.5,17.4,19.8,POINT (-83.9566698417537 33.2871632593122)
TX,Texas,McMullen,48311,568,17.8,38.6,22.3,15.9,,POINT (-98.5676352310772 28.3526449374516)
AR,Arkansas,Randolph,5121,18907,14.7,41.4,11.7,20.0,20.0,POINT (-91.027601124923 36.3412861990406)
IA,Iowa,Hancock,19081,10615,12.6,42.2,7.5,15.5,11.5,POINT (-93.7343499073562 43.0818360710642)
AR,Arkansas,Ashley,5003,18262,18.3,45.1,12.9,20.0,24.8,POINT (-91.7684677225088 33.1912395259672)
IL,Illinois,Schuyler,17169,6733,14.4,40.4,8.7,17.2,15.6,POINT (-90.6156157284893 40.1578013814865)
TX,Texas,Bell,48027,393193,12.6,43.2,16.2,13.3,,POINT (-97.4786872418696 31.0373016000356)
NY,New York,Kings,36047,2561225,12.0,25.1,8.9,12.1,23.4,POINT (-73.9387324483995 40.6395174918373)
